"NOM_SECTION","District","Bureau","Coderre","Bergeron","Joly","Côté"
"152-052","152-Saint-Léonard-Ouest","52",51,9,20,8
"152-053","152-Saint-Léonard-Ouest","53",38,3,11,2
"152-054","152-Saint-Léonard-Ouest","54",37,12,16,5
"152-055","152-Saint-Léonard-Ouest","55",51,9,12,4
"152-056","152-Saint-Léonard-Ouest","56",34,14,6,5
"152-057","152-Saint-Léonard-Ouest","57",37,6,12,7
"152-058","152-Saint-Léonard-Ouest","58",48,13,20,7
"152-059","152-Saint-Léonard-Ouest","59",52,12,21,9
"152-006","152-Saint-Léonard-Ouest","6",61,9,25,31
"152-060","152-Saint-Léonard-Ouest","60",47,7,14,2
"152-602","152-Saint-Léonard-Ouest","602",422,56,131,59
"152-061","152-Saint-Léonard-Ouest","61",42,7,18,10
"152-062","152-Saint-Léonard-Ouest","62",38,4,26,9
"152-063","152-Saint-Léonard-Ouest","63",40,10,29,8
"152-064","152-Saint-Léonard-Ouest","64",55,9,15,0
"152-065","152-Saint-Léonard-Ouest","65",48,8,24,8
"152-066","152-Saint-Léonard-Ouest","66",45,9,22,6
"152-067","152-Saint-Léonard-Ouest","67",39,15,12,4
"152-068","152-Saint-Léonard-Ouest","68",44,19,20,11
"152-069","152-Saint-Léonard-Ouest","69",33,17,11,5
"152-007","152-Saint-Léonard-Ouest","7",48,8,11,8
"152-070","152-Saint-Léonard-Ouest","70",30,10,19,13
"152-071","152-Saint-Léonard-Ouest","71",50,13,20,4
"152-072","152-Saint-Léonard-Ouest","72",56,9,14,5
"152-073","152-Saint-Léonard-Ouest","73",35,11,10,4
"152-074","152-Saint-Léonard-Ouest","74",40,16,22,8
"152-075","152-Saint-Léonard-Ouest","75",56,14,19,12
"152-076","152-Saint-Léonard-Ouest","76",57,6,16,7
"152-077","152-Saint-Léonard-Ouest","77",43,13,16,5
"152-078","152-Saint-Léonard-Ouest","78",42,10,15,9
"152-079","152-Saint-Léonard-Ouest","79",57,5,22,2
"152-008","152-Saint-Léonard-Ouest","8",49,19,6,5
"152-080","152-Saint-Léonard-Ouest","80",47,16,27,7
"152-081","152-Saint-Léonard-Ouest","81",43,13,22,3
"152-082","152-Saint-Léonard-Ouest","82",53,8,21,4
"152-083","152-Saint-Léonard-Ouest","83",65,9,21,11
"152-084","152-Saint-Léonard-Ouest","84",26,12,15,1
"152-085","152-Saint-Léonard-Ouest","85",38,17,13,2
"152-086","152-Saint-Léonard-Ouest","86",54,25,25,5
"152-087","152-Saint-Léonard-Ouest","87",44,8,19,7
"152-088","152-Saint-Léonard-Ouest","88",37,12,13,8
"152-089","152-Saint-Léonard-Ouest","89",48,8,22,14
"152-009","152-Saint-Léonard-Ouest","9",56,12,10,11
"152-090","152-Saint-Léonard-Ouest","90",49,8,26,8
"152-901","152-Saint-Léonard-Ouest","901",28,8,5,3
"152-902","152-Saint-Léonard-Ouest","902",16,2,3,3
"152-903","152-Saint-Léonard-Ouest","903",38,4,0,3
"152-904","152-Saint-Léonard-Ouest","904",46,4,7,7
"152-905","152-Saint-Léonard-Ouest","905",25,9,6,2
